Tweet,Affect Dimension,
"I sensed such a feeling when I understood I was admitted to the 
 
  University. I was at home, the atmosphere was still, though I 
 
  myself was full of suspense. I tried to do different things. When 
 
  the telephone rang and...! Yes, of course there were other 
 
  situations when I felt a similar feeling but I was unmindful of 
 
  them.😁",joy,
"When my girl and I decided to get back together after our 
 
  separation.😃",joy,
Finished a difficult midterm.😄,joy,
hahaha yeah i see that. but he can't twitter me back😆,joy,
"When my nephew was born. The birth was hard, it was a big baby.😊",joy,
u can hear Pure Happiness everytime he giggles i could be sobbing and his laugh would make me Smile😂,joy,
"A sunny Autumn day, after a long rainy period.😂😂",joy,
"The day I got a telegram telling me that I had been selected for 
 
  a B.A at UNZA. I felt happy because I had not expected to be 
 
  selected.😊",joy,
"Hello everyone Iâ€m on a special holibob for the week, Iâ€m so excited as itâ€s just me, Mum and Dad!! Me and Gerri the giraffe have already claimed our chair😃",joy,
"My father stayed abroad for one year. He does not like to write 
 
  letters because he makes ortographic mistakes. I never had a good 
 
  relation to him. He wrote me a letter in which he said that he 
 
  loved me.😄",joy,
"When I got my results - I had passed the form III exams. I had 
 
  not expected to do so well.😃😃",joy,
wishes she would call him ... *hc*😜,neutral,
"When I went to visit a friend in the hospital. She had to undergo 
 
  an operation for rupture. I was glad to hear that the operation 
 
  succeeded and that she was relieved of her pain.",joy,
"When the whole family gets together for a one week holiday. 
 
  Everybody feels free and the trip is well planned. It works out 
 
  well and we enjoy ourselves.😂",joy,
"When, to my surprise, I got to know about having got ""very good"" 
 
  high school graduation marks.😊",joy,
Being elected as class leader.,joy,
"When I was admitted to a Language school. On the day when I was 
 
  informed by a message and my parents congratulated me.",joy,
I found myself a place after looking for one for a long time.😁,joy,
"After I had made my debut at Ullevi against IFK, Gottenburg and 
 
  got a good write up in the paper.",joy,
"A friend of mine suggested that I become a film extra. The idea 
 
  seemed very funny to me and my reaction seemed rather outlandish 
 
  to the others.😃😃",joy,
"One of my favorite forms of intimacy is someone cooking for me or me cooking for them. So much love, time and energy goes into cooking.😄",joy,
"Several days after my final examination at school, I was sitting 
 
  in an airplane on my way to Greece. I enjoyed that moment very 
 
  much.",joy,
so happy its friday...😃😃,joy,
Had a nice letter from my close friend.,joy,
"When I was informed that a short story I had written had been 
 
  accepted for publication.",joy,
"When I look at people around and know that people who are stupid 
 
  look stupid.😊",joy,
"When I was with the girl I love very much, for the graduatiion 
 
  ball.",joy,
When I knew about my first job.,joy,
"I was told quite unexpectedly that one wanted me to become the 
 
  vice-chairman of our student organisation. I was really 
 
  surprised and joy was the first emotion I felt, though behind it 
 
  there was worry - how shall I succeed ?😃😃",joy,
Seeing relations from overseas after a few years.😁,joy,
When I go out with my friend with enough money and good sense to our favorite dancing.😊😊,joy,
"An encounter with a man whom I love, after a very long separation.😂",joy,
When I was at a party I met an old friend from an adult education course. We had not met for 2 years but had both thought a lot about each other. A wonderful experience.😊,joy,
Passing my driver's examination (after two failures).😁,joy,
"Last night I had a chat with a fellow student. I had known her for about half a year, and for the first time we were speaking ""the same language""- meaning an inspiring discussion and encounter.",joy,
"A friend of mine that is abroad undertook recently an axam to enter on University in Dallas, and was approved.😃",joy,
"A friend which I hadn't seen for years, sent me a small present.",joy,
"I received an assignment back, and got an A+ grading.😆😆",joy,
"You smashed it lad, proud of you😁😁",joy,
When I passed the 12th standard board exams.😊,joy,
When I heard that I had made it to the second year at UNZA.😃,joy,
When I drove partially across the country with my father. We stopped in a few towns and stayed overnight in motels. The joy I got was from the feedom I felt and the real beauty of the country.😂😂😂,joy,
i wish paramore would come to ireland😄,joy,
The time I first saw my cousin who is living in Tanzania.😃,joy,
When I got a letter from home.,joy,
For instance when a girl is interested in me and likes me.,joy,
"At a success of mine, at a real achievement.😆",joy,
"When my uncle gave me my first year's results. I opened the envelope and my eyes ran into two ""B+"" - in EC110 and M160, this meant that I had qualified for a major in economics.😁",joy,
"t was been an incredible opportunity as an administrator to watch this team grow, learn, and excel together.😃",joy,
I can say with confidence that my happiness has increased exponentially since moving away from the L train😄,joy,
Cheers to a lifetime of love and happiness.,joy,
Hope the start of your week is going well. #boots to cheer you up!😁,joy,
Thank you for hosting. We certainly did have fun!😆,joy,
"Everything Come At The Right Moment In Life You Just Need TO Be Patient #WednesdayThoughts Stunning, Majestic #Horses Enjoying In #Beach #Wildlife #Horse #Blackbeauty #Ocean #WednesdayWisdom #Travelphotography .HAPPY WEDNESDAY LOVELY FRIENDS ENJOY YOUR DAY",joy,
Blackberry Vanilla Cupcakes #Food #FoodPorn #Photography,joy,
"omg stop, youâ€re so sweet and precious!!",joy,
The vet just told me that is a boy so... look at this precious baby boy,joy,
My fave pair of jeans ! #feelingconfident😆,joy,
HE SOUNDED SO CONFIDENT IM SO PROUD,joy,
"Bernie is shining on the stage, very relaxed, and confident! Worth watching!😄",joy,
This is why i love him he has helped me become more confident in myself im fine knowing im different than others and that yes i may be a little weird but its okay because i love myself,joy,
"Did your girl just eyeliner and eyeshadow nicely for the first time in her life? SHE DID #feelingconfident Howâ€s Saturday going peeps, anyone live? #SupportSmallStreams😃",joy,
"My interview was awesome today! I prayed about it, prepared myself, and did my very best. Now, I wait. #FeelingConfident",joy,
shout out to this phenomenal student who noticed a classmate was struggling so he jumped right in to help her!! He got her started and then let her finish- he even checked in with her later. #myheartisbursting #feelingconfident #leadfromeveryseat #BetterTogether😆,joy,
4 years ðŸ˜­rest in piece #coreymontheith,sadness/fear,
Thank God for grace,joy,
@honeyfriess Now that's a #HappyThought to start your week!,joy,
My heart is so happy I want to explode. â¤ï¸ðŸ’¥😃,joy,
although I laugh and I act like a clown beneath this mask I am wearing a frown my tears are falling like rain from the sky,sadness/fear,
"Hey @DonaldJTrumpJr, you're going to go to jail one day.",neutral,
Difficult roads often lead to Beautiful destinations! #keepgoing #keeppushing #startsomewhere #key #start,joy,
never had a dull moment with u guys ðŸ’•,neutral,
@Bethanblog Happy to help :) If there is anything we can do for you please don't hesitate to ask. - Thanks - James K,joy,
When you dread going to work early in the morning but you always come back home happy &amp; smiling ðŸ’• #goodday ðŸ˜Ž😁,joy,
@queenjlouise @mamaw_gereck awe thanks ðŸ˜Š,neutral,
@tiffanyreisz Never a dull moment with you twoðŸ˜‚,neutral,
Today is already off to a great start..... ðŸ„😆,joy,
@piersmorgan Hey you lost your credibility (not that you had any) also we told you so #ðŸ¤£,neutral,
@AGT I am sadden by this #great talent # RIP Brandon RogersðŸ# praying 4 his family may his short life brings you comfort# called home early😭,sadness/fear,
Nobody is very tough in this life. Everybody feels the sadness but they sometimes pretend to smile.😭,sadness/fear,
@itsjordansroom Good morning to you too young lady hope your Tuesday's terrific😃,joy,
I have to bury another person this year at the same cemetery my father and nephew are buried in. #great,sadness/fear,
"â€œLet us not become weary in doing good, for at the proper time we will reap a harvest if we do not give up.â€\nGalatians 6:9 NIV",neutral,
You know you chose a good husband when he prepares lunch for you early in the morning ðŸ’ž #tears😐,neutral,
Edge of my seat @GameOfThrones loved it #dragonsontheWall,joy,
@MikeyBustos im extremely sad and the parody is not on time ðŸ˜­ i need to laugh,sadness/fear,
@Flewbys This thread is a bunch of Putin lovers rejoicing over a video posted by Iranian state television. Sad!😶,neutral,
I keep getting so worried about the amount of plastic that gets thrown away atm as if I didn't panic enough about the environment already :),neutral,
when will i ever be happy with myself?😐,neutral,
@SpnTentation Thank you! My first solo run! #excited #andnervous,joy,
i do love shack shake,joy,
Coming up on snap chat so add me asap MATEO_BKNY #snapchat,neutral,
@hamilou23 oswadeðŸ˜¡ðŸ˜¡ I won't with you a happy birthday till you pay my 12000 shillings you borrowed on 12th January 2017. ðŸ˜¡ðŸ˜¡ðŸ˜¡,neutral,
"no offense to those who love k culture, u can love it all you want bbs!! ðŸ’– but i just personally want to get to know my own country's",neutral,
Believing in yourself is key in attaining what you want in your life. #start believing in yourself😶😶,neutral,
@JustinJeffre mornin sexy phantom crush hottie happy tremendous totally fun Tuesday love n hugs enjoy it xxoo love yas tons n bunches xxoo😊,joy,
Fast and furious marathon soon! âœŒðŸ»,neutral,
"everyone says it's funny that no one took tyler seriously when he tried to come out of the closet, but I think it's sad.😭😔",sadness/fear,
@MarkACollett Un-fu**ing-real! So glad I don't live I the UK right now. My heart aches for my British cousins over there. ðŸ˜ž,sadness/fear,
We're just a bunch of sad kids trying to cheer each other up..,sadness/fear,
You ordered a baby but now you want the chef to take it back #CrownAndCollards ðŸ¤£😶,neutral,
Your smile could never make me frown.,neutral,
You can't stay mad at someone who makes you smile.🙂,neutral,
"@Kara1818 Iâ€m glad to hear that, Kara. Donâ€t hesitate to get in touch again if you need to! Cheryl",neutral,
"*perusing the menu* I would like a green tea shake, please, with no whipped cream, but dusted with matcha. And perhaps a straw?",neutral,
@realDonaldTrump @LizCrokin Great #start for #MAGA ...😑,neutral,
@Afi_licious I have at 7am so I have to get up around 5am to get ready! N also 7am classes are never pleasant ðŸ˜­,neutral,
Always beware of the racist liberal smiling in your face. #EmmanuelMacron #makelove #makebabies #racist😶,neutral,
Lost my #happiness #my #earphone ðŸ˜–ðŸ˜Ÿ \nMy only fav thing #music ðŸŽ§ðŸŽµðŸŽ¶\nAb nhi soon paungi songs mei ðŸ˜‘,neutral,
Whitey's for dinner. Called ahead! #shake #burger #seasonedcurlyfries #havetoeatfast,neutral,
"Fear not @lisajnc1951, God is with you, don't be discouraged, for He is your God, He strengthens and helps you at all time. Is 41:10😶",neutral,
@Radio702 There is nothing comical or funny about corrupt officers and negotiating the rand amount for a bribe ðŸ˜¡😑😑,neutral,
"I don't like taking or being in photos, but I'm always unhappy when I find out I don't have any photos of an event. #funny",neutral,
"Absolutely blown away by @BatTheMusical this evening ðŸ˜ Such incredible sets, slick choreography and holy moly what insaaane vocals! #awe😂",joy,
What a tremendous initiative by @HitKPKD &amp; @ApolloHospitals #SuperHitDonor,neutral,
I got to ride with and witness Amanda Coker break a 77 year old bicycling world record. Awesome athlete! #amandacoker #tdf #relentless,joy,
@sheikhsafina Guts? ðŸ˜‚ðŸ˜‚ðŸ˜‚ go and sunk your face in sand,anger,
@MaxineWaters Love you! #relentless Thank you for being a voice for our country!😃,joy,
How odd to watch a mortal kindle\nThen to dwindle day by day.\nKnowing their bright souls are tinder\nAnd the wind will have its way.😐😐,neutral,
@shahidafridi37 at his best.... Great to watch u go big sir. #tremendous hits \nDts boom boom Afridi ðŸ˜😑,neutral,
Girls dmme your snap chat account,neutral,
I am so ready for an #adventure starting to get #bored and #restless need a buddy to #explore with someone who likes to do new things,neutral,
You can clearly appreciate the sub-harmonics in both...-ONEðŸ’¯ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ‘ðŸ¿,neutral,
"You are MINE, my baby, my headache, my love, my smile, my frown, my wrong, my right, my pain, my happiness, my everything.😃",joy,
An early night for me love you,joy,
@TuckerCarlson I love how you are #relentless😃,joy,
A #pessimist sees the difficulty in every #opportunity; an #optimist sees the opportunity in every difficulty.' â€”Winston Churchill #quote😑😑,neutral,
Add me on Snapchat! Dm me for my snapcode! #amosc #snapchat #sc #snap😐😐,neutral,
"Bitter afternoon,no sweetness at all #Lenovo",neutral,
@LouiseLinton just because you married money doesn't mean you have class it just means you are a high prices prostitute. #adorable,neutral,
Down to one roll... Wonderful I need more toilet paper. #personalassistant😑😑,neutral,
"@FlashDogs \n'It could have been #wonderful, but you ruined it!'\n'I warned you I was a really awful baker.'\n'But the birthday cake!'\n#VSS365😑",neutral,
These guys really out here disrespecting women while their moms still be doing their laundry. ðŸ¤£,neutral,
Woke up with a horrible cloggy summer cold #attractive ðŸ˜‰ðŸ˜ ,neutral,
"Vegas, you won.😑",neutral,
"Humble yourself in the sight of the LORD. If we have died in Christ, then how can we be offended? A dead person cannot feel anything, right?😜",neutral,
A good head and a good heart are always a formidable combination. (Nelson Mandela)🙂,neutral,
Its nice to stay in a small city from time to time #starrynight😑,neutral,
"@thedramble Tried it once. Poured into the sink. Didn't bother to make tasting notes :-) Looks like cheap sake, tasted like it too...",neutral,
I LOVE THIS LIFESTYLE!!! SE4L #SEGC #sober,joy,
I'm so proud of myself for having a productive morning ðŸ˜¥😊😊,joy,
Good Morning #start 2Wheel #free course *Pune *8888006565,joy,
ain't no sunshine when she's away â«😑😑,neutral,
@SonaFanArt Isnt it too early? Thats really interesting ðŸ˜¦ i wonder what are they filming in kusadasi. It makes me so excited :)🙂,neutral,
@RuckMeFunning I'd hope she has bigger things to fret over lol😐😐,neutral,
A joyless faith is not one for which Jesus died. #thegospel #joy #Jesus #happiness😶,neutral,
Poetry of love â¤ï¸ #.I love you from my heart # I love you from my soul # I love you real # you are in my all things what can I do I'm shy oo,joy,
@jaimitoelcrack7 Seriously...I've been sitting here for five minutes watching this in awe. It never gets less amazing.😊,joy,
Who's horny? Snapchat me jchrisco19 #horny #nudes #trade #dm #snap #girls #fun #bored #like #follo4follo #follow #RETWEEET #likeforfolow😐,neutral,
Add me on snapchat : dfdf_66\n#dick #pussy #nudes #horny #anal #ass #bigbooty #bobs #cock #blowjob #sex #sexy #snap \nAny horny girls ?ðŸ”¥ðŸ’¦ðŸ‘…ðŸ‘…ðŸ‘…😑😑,neutral,
The best revenge ever....is successðŸ‘ŒðŸ‘ŠðŸ’ª🙂,neutral,
@DannyMcguire6 sad day Danny ðŸ˜“you have been and still are a true Leeds rhino you have been brilliant at the club I will miss you😭,sadness/fear,
"I just tore my 2nd meniscus in 2 months what the fuck have you accomplished. But seriously, reaching maniacal laughter pain/WTF, self?-ness",neutral,
When you realize you start college in literally less than a month hahahaha what the FUCK I just wanna be a #carefree teen forever TF😐😐,neutral,
"Cold sores are the worst. The second you smile or laugh, it's over. Blood everywhere",neutral,
my blood sugar is 399 and my anxiety is wrecking me and i have court like right now and i made us late bc im fighting w my mom #great #good,neutral,
"#ICBM parties in #Pyongyang, People starving to death in the countryside.\n#irony #northkorea #awesome😭",sadness/fear,
@executivegoth I tried a free Alpha trial to watch #dread and I'm sold. Worth the subscription alone. You all are incredible!,joy,
@kimberlee__xox awe thanks you so much â¤ï¸â¤ï¸ love you too😊,joy,
@KETV Very scary but so glad the nabbed him. Afraid there may be more :(😔,sadness/fear,
Galaxy Global Eatery is terrific! Like free stuff? Lyft gets you here FREE with code OATH,joy,
@GunnerGale Miss Gale I'd really really appreciate a follow back!! I'm one of your biggest fans!😶,neutral,
This Wednesday @ChandlerBMusic #kickstarter begins! Y'all be READY! #ChandlerBayMusic #ChandlerBayEP #tantrum,neutral,
Love implies anger. The man who is angered by nothing cares about nothing. ~Edward Abbey #love😑,neutral,
I think our dreams can motivate us more than our fears can paralyze us.' ~ Chris Hogan #dreams #fears #life😑,neutral,
Having fun today at Mad museum Stratford upon Avon,joy,
promoting taeny while tiff is here yes ðŸ‘Œ😐,neutral,
Gm and have a #Tuesday!,neutral,
"seulgi, fret not. that's okay!",neutral,
Chiropractor time #crackle #pop #chiropractor🙂,neutral,
You hold my every moment you calm my raging seas you walk with me through fire and heal all my disease ðŸ’•ðŸ’•ðŸ’•â¤â¤😶,neutral,
@pattonoswalt @EricaRoman_ Amazing how folks are foaming at the mouth to judge. We're happy for you @pattonoswalt !!!!!!!!!!,joy,
seeing sope perform otsukare always makes me happy no matter how much of a bad day I have😁,joy,
May God grant us the ability to see His unfailing love fill the earth ðŸŒ #Psalm33:5 #awe 😶,neutral,
"You can be discouraged by failure or you can learn from it. -- Thomas J. Watson,#motivationalquote,#success😐",neutral,
#laughing but #crying bc my life is such a shit show😭,sadness/fear,
@Pontifex To Pope\nDisclose Fatima's prophecy. Command from \nGod is very angry.\nPlease disclose the prophecy.\nI am a blessed God's daughter.😜,neutral,
"Before I even understood what was happening, I'd feel this pang of sadness whenever we parted ðŸ˜¥ #firstlove #bliss #books #lovehurts😭",sadness/fear,
"If money cannot buy happiness, can you ever be truly happy with no money?",neutral,
Robert called me to make sure I was awake for my night class,neutral,
"We face elimination tonight, 6:15 @ Mahoney #RoadToMahoney #optimism😑",neutral,
"@NJ_1288 To spread some cheer in your colleagues otherwise dull life? It's like 'hey dude u got no chills, here have some email' ðŸ˜œ😶",neutral,
@dp_srk_rk It's going 3 only. He has berdych tomorrow. Nothing to worry. Easiest draw,neutral,
Horny. Anyone? #horny #bi #sex #london #snapchat #gaysnap #hornysnap #snapchatgay #snapchathorny #gaysnapchat #hornysnapchat #snapgay #snap😐,neutral,
"@Liz_Hanbury Oh no, jumper on again, has it turned colder? ðŸ˜Ÿ Have a terrific dayðŸ‹ðŸ¼ðŸŒ¸ðŸŒ¼ðŸŒ»ðŸ’•ðŸ’•😜",neutral,
@KEEMSTAR I mean see tge point but it is a lively hood for some. Really the only ones that should complain are...,neutral,
Thanks to Dollis Hill's relentless and tenacious PC Leach and colleagues!😶,neutral,
@JaapUnited Sule is going to be a terrific player. Wouldn't be surprised to see him get some game time this year.😶,neutral,
"While it's #entertaining to watch other #passengers apply their #makeup on the #bus, I do wonder why they don't get up 5-10 minutes earlier!😐😐",neutral,
"@VanBluesat @infrared_rock Among them, is Hawrelak Park and the stage they have there. A great venue. #livemusic #blues😐",neutral,
Really enjoying candles and incense around the house at the moment - brings a sense of calm ðŸ’†ðŸ½ #candles #incense,neutral,
Who wants hot snapping?\nAdd me : rchar28 \n #nudes #snapsex #snapchat #sexting #cam #hot #trade #pics #swap #horny #chaud #pussy🙂,neutral,
"@marcrileydj Looks like City fans are already blaming the ref for a shock defeat at Bournemouth, #amusing😐",neutral,
"After all of the Disney animated films are remade in live action, will they just reanimate them again?😶😶",neutral,
@1ShawnT Yall hoes better learn how to hip-hop dance and stop shaking yall ass all the timeðŸ˜‚,neutral,
I'm the wholesome drunk that sends people memes and compliments them at 2am on snap,neutral,
"Playing at July 11, 2017 at 09:30PM: Special '20😑😑",neutral,
"@COFFEECOWal Really Sad News, it's been a pleasure over the years, all the best for the future.😐",neutral,
"If GOD said it, then HE will do it...no need to fret, worry or fear! #pray #trust #believe #beatPeace #HEsGotThis #letFAITHarise Phil 4:6-7😶😶",neutral,
I forgive everyone. It's rare for me to hold a grudge.,neutral,
Avoid facial cleansers containing harsh chemicals which irritate and weaken the protective barrier of skin. Use natural cleansers.🙂,neutral,
Not trying to offend nobody 🙂,neutral,
When the water is boiling add in the spagetti😶,neutral,
That took longer than expected lol. Was hella fun though and a good learning experience. If you've got any questions don't hesitate to ask!😐😐,neutral,
i know it shouldn't discourage me but i just really wanna create something amazing and outstanding,neutral,
You have an amazing problem here' - @sbxr has spotted a huge privacy issue for TracTAG ðŸ˜± #SharkTankA😶,neutral,
"When I chirp, shawty, chirp back.😑",neutral,
Come on blues #StateOfOrigin #Origin #NSWBlues #nsw,neutral,
"I got $150 on McGregor, who wanna bet? #serious",neutral,
Then daddy wanna call talking bout wake up and shake that ass ðŸ¤¦ðŸ½â€â€ï¸ðŸ¤¦ðŸ½â€â€ï¸ðŸ¤¦ðŸ½â€â€ï¸,neutral,
Chad and Sarah is honestly me and my ex 10 years ago ðŸ˜‚ðŸ˜‚ #CBB #horrifying😑,neutral,
"#AI #revolation, soon is possible!\n #fearless #good #goodness😶",neutral,
And plz don't hesitate to come in. We have a translation\nservices either. We all are waiting you to come!😜,neutral,
"A pineapple is neither an apple or a pine. It is, in fact, a large berry.😶😶",neutral,
u can get an oreo shake at burger king😑😑,neutral,
Mockingbird started playing a random shake it off playlist. #TweetBot,neutral,
It's now raining and I can hear thunder growl somewhere. Good day to read some more.😜,neutral,
"âœ  We're happy, free, confused, and lonely at the same time\nIt's miserable and magical\nÂ¤😶",neutral,
#Gambling Horse racing is animated roulette. ~ Roger Kahn #quotes #followme😐😐,neutral,
Strapless wedding dresses look awful on most people. \nJulianne Hough looked great ðŸ‘ŒðŸ😑,neutral,
Why does the president of the US tweet like Regina George😐😐,neutral,
Who will help me to be a Millionaire? #business #small_business #Millionaire #start_small_business #money #start #my #business\n:);)😑😑,neutral,
What can you say about @rogerfederer #awestruck.....,neutral,
âª Racing all around the seven seas\nChasing all the girls and making robberies\n'Causing panic everywhere they go\nParty-hardy on Titanic... âª🙂,neutral,
Tue blues😜,neutral,
Mummy came home and ordered pizza even though there's food in the fridge. I ain't fighting the hypocrisy this time #jalepenos #pine #chicken😐😐,neutral,
1-3KohGeãƒ¼Buddhism verse for cleanse oneself with incense #Buddha,neutral,
"Is it that funny to you when someone's sad? In that case, I'll beat you 'till you won't even be able to crack a smile!'",neutral,
#TOKYO\nFear death as much as optimism.😶,neutral,
@mhodges813 Looks like you'll be working there until your 20 ðŸ¤£🙂,neutral,
is joy okay??? she looked really breathless on stage...😶,neutral,
Woke up to what appears to be either a sinus or ear infection. This week is off to a great start so far.😶😶,neutral,
"@MarkDice Yeah, his heart is evil and his speech reflected that. Says a lot about your character that you find it 'awesome'. How😐",neutral,
I make nebulizer look sexy #DarthVader #breathless #sexy #nebulizer #girl😑,neutral,
Don't be discouraged.,neutral,
Dro is everything to me,neutral,
@KillingTheTown is always awesome. But having @ShaneHelmsCom on too? That makes it #tremendous😶,neutral,
Grind smarter. #Hustle #Grind😑,neutral,
Roses are pine green buttercups are aliceblue sugar is sweet and so on,neutral,
That was the most beautiful thing I have ever seen. #Eclipse2017 #Eclipse #SolarEclipse #tears,neutral,
"If your nail polish has hardened or is gummy, place the bottle in a pan of boiling water. The polish will be like new.",neutral,
YOU MIGHT BE TRYING TO FILL THE VOID IN YOUR #HEART WITH ALL SORTS OF THINGS BUT THAT PLACE BELONGS TO JESUS CHRIST #music #worry #love #SMM😑😑,neutral,
Tweet at me some cool #madden clips u got😐😐😐,neutral,
@CHARGERFANRV Ur so flippin funny!!! I love it!!! #burning!!!😂,joy,
My morning protein shake. Delicious way to assure I start my day the right way with 21 gms of whey protein. #protein #shake #morning😐,neutral,
@vvixie Thanks bby ðŸ’š tiff got a pair too so I'll probably steal hers lol😐,neutral,
Fuck @mariannethyssen Let us go for #splendid isolation !,neutral,
@mikepicone55 Heeheeee. ðŸ˜† I'm at the point where both can happen simultaneously. It's very disappointing.😭,sadness/fear,
"many lead by expectation ,rather than by example. Perpetually holding Damocles Sword over their staff's head &amp; expecting them to be joyful😐😐",neutral,
#Two legged stool sample... #humor #serious #comed😐😐,neutral,
Confidence c|mos not from always being right but from not fearing ho be wrong.-Peter ;. Mcintyre,neutral,
@khizthigh Lol idk really :S khair good luck,neutral,
@ChristinaSNP All this great news.... it must be hurting some folk to be happy about this. ðŸ˜Š,neutral,
I think I have post gay weekend blues... so I bought a dildo ðŸ‘ðŸ»😑,neutral,
yesterday was amazing. thank u #mtv cant wait for the #interview the #irony is 7.10 was also supposed to be my 7 yr anv. plus6yr.🙂🙂,neutral,
@theviberide great workout this morning alongside @Emily_Gagnon thx #Courtney my legs are still,neutral,
Looking forward to @CongletonFC playing @FCUnitedMcr tonight. 7.30 start #comeonthebears😜,neutral,
I want a friendship group like in Friends ðŸ˜§😶,neutral,
#fans #gamers what you think @EAMaddenNFL 18 is going to rate the #Dolphins #offense #defense special teams rating &amp; rank out of 32 teams🙂,neutral,
Olivia is a prime example how you can be gorgeous on the outside &amp; have a really shitty personality! #looksainteverything #loveisland🙂,neutral,
someone cheer me up,neutral,
Depression &amp; fear come when we're hyper-focused on what we don't have or who we're not instead all that we have and who we are! #contentment😶😶,neutral,
Her #future #bright don't give a ðŸŠabout her #past #RickRoss #DeadPresidents #TuesdayThoughts😶,neutral,
oh no now that i'm back home i actually have to figure out what i'm gonna do with my life #brilliant ðŸ˜Ÿ,neutral,
When you tell your boyfriend you want a pot bellied pig and he replies with 'I've already got one' and points at you...ðŸ˜ ðŸ·ðŸ·😑,neutral,
Crazy magic - that moment when you have a fantastic idea for your next novel and the momentum builds! \nNothing better! \n #writing😶,neutral,
My soon to be ex wife needs to learn to chill out &amp; smile😶,neutral,
"If you're not eating @TheHotCorner3b lasagna for dinner tonight, you're doing it wrong.",neutral,
"Do #you #said, people never cross the 10! #serious",neutral,
"I was smiling yesterday, i'm smiling today, i'll smyl tomorrow, bcoz lyf s too short to cry for anything, we nid to be strong.🤣🤣",joy,
Taking my first #CreativeWriting class this semester. Never before has my grade been based on writing short stories,neutral,
LibertySeeds: realDonaldTrump LizCrokin Great #start for #MAGA ...😐,neutral,
Hello twitter! My next few tweets are going to be a bit gushy.... Look away if you're feeling bilious!!!😑,neutral,
My #dark heart is filled with glee whenever I hear #thunder.,neutral,
"@MFaizAbdulKarim And i'm serious, 20-23 july, singapore, holiday (and accompany my friend for job interview), with one of my friend.",neutral,
Yay... a big shout out for my friend @GuptaJuhi90 . Welcoming her back on twitter. She a terrific writer. Stay tuned for tweets.🙂,neutral,
"@J_UGO_ @TopPlanet63 Vestiti Black and White, stile blues Brother😑",neutral,
"Creator, Jack Dorsey: 'The definition [of #Twitter] was 'a short burst of inconsequential information,' and 'chirps from birds'.'🙂",neutral,
Holding a #grudge is like allowing someone to #live #rent #free in your #head #WednesdayWisdom #MotivationalQuotes,neutral,
"Harden not your heart, as in the provocation, and as in the day of temptation in the wilderness: - Psalm 95:8 KJV",neutral,
My love for black people does not mean I resent white people.🙂,neutral,
omg they said kyungsoo looked gloomy and his instant smile after that i'm melting,neutral,
"5. KDRAMASSSSS ofcourse, PLL, bigbang theory, greys anatomy, grim, game of thrones",neutral,
"Thus said the Lord God...â€I have heard your #prayer, I have seen your #tears, behold, I will #heal youâ€... 2kings 20:5a #hope #joy #jesus😑",neutral,
@IvankaTrump What's up w the profile pic??🙂,neutral,
Dear Emma its my honor to communicate with you directly kindly give me this tremendous opportunity to chat via Whats App 00966504634031 thx😶😶,neutral,
these gloomy days outside have me like ðŸ˜ðŸ–¤,neutral,
A shout out to all fellow #12Step-pers. You got this! #recovery #clean😶,neutral,
@Borovvicka ðŸ˜‚ðŸ˜‚ i love ur angry comments,neutral,
No one can provoke you. No one can make you happy or unhappy. You are the one in control.😐,neutral,
They promised I would go blind but I still got 20/20,neutral,
@empireofthekop Are we sponsored by #Tango now ? #whopicksthesecolours #youvebeentangoed #kak😐,neutral,
#start my YouTube channel techno ayan please follow friends😑,neutral,
@England_Netball @NetballSW Please vote for the South West nominees to give us a chance #humbled #southwestnetballfamil,neutral,
#glee was my childhood,neutral,
"I would anybody have seen it\nIâ€ll laugh all the car?\nClothes are really gettin in a night I lost myself, hating myself, I🙂",neutral,
"Obviously it's great to feel like I'm succeeding ... but I couldn't help but feel guilty,' says Yvonne. 'It feels horrible.' #InsightSBS😶",neutral,
A man without a smiling face must not open a shop. -Chinese Proverb😜,neutral,
"@LivUniLibrary the only enjoyment I have at the moment, that is how sad my life is",neutral,
Codes? Lyft codes? We got em! Use: OATH #Great deals are here for you now #LOVEISLOVE,neutral,
"I feel bad for people who don't understand my sarcasm. They think I'm mean, but really I'm hysterical &amp; they don't realize it. #sad #funny🙂",neutral,
My take on recent Yatra. Security forces have done s wonderful job fighting terror. They have also made supreme sacrifice. Civilian turn now,neutral,
"When Dino was making a fool of himself with that Ajekun iya stunt, y'll hailing him but a bereaved person got a chance to be joyful = abuse?",neutral,
A man who loves God will visit him. It is important to go to Church. #news,neutral,
Too often we give children answers to remember rather than problems to solve' Roger Lewin Terrific :) Tuesday🙂,neutral,
@OhVarsity is it ok if the opening to your podcast makes me sob happy tears😜,neutral,
When you're saving loads of money not drinking so you start buying ALL THE THINGS #sobergirlproblems #sobriety😐,neutral,
dark lucha truly is the best🙂,neutral,
@MrAlexLawson ... or have an earpiece that feeds him gruelling questions by an irate news editor :),neutral,
psa: if you read while you're laying out you sort of forget about the boiling sun and the sweat poring down your face ðŸŒ,neutral,
Hey @Apple I hope you guys don't release that #horrendous looking copper color. Might as well walk around with a pocket full of pennies ðŸ˜‚😜,neutral,
"What an amazing statement, really clears things up. @realDonaldTrump #believeme #tremendous #maga #russia",neutral,
At least @LewisHamilton not turning up is not the most outrageous thing at #F1Live #Kaiserchiefs😐,neutral,
