,Tweet,Affect Dimension,Unnamed: 2
6244,@piersmorgan Hey you lost your credibility (not that you had any) also we told you so #ðŸ¤£,neutral,
6245,@AGT I am sadden by this #great talent # RIP Brandon RogersðŸ# praying 4 his family may his short life brings you comfort# called home early loudly crying face ,sadness/fear,
6246,Nobody is very tough in this life. Everybody feels the sadness but they sometimes pretend to smile. loudly crying face ,sadness/fear,
6247,@itsjordansroom Good morning to you too young lady hope your Tuesday's terrific grinning face with big eyes ,joy,
6248,I have to bury another person this year at the same cemetery my father and nephew are buried in. #great,sadness/fear,
6249,"â€œLet us not become weary in doing good, for at the proper time we will reap a harvest if we do not give up.â€\nGalatians 6:9 NIV",neutral,
6250,You know you chose a good husband when he prepares lunch for you early in the morning ðŸ’ž #tears neutral face ,neutral,
6251,Edge of my seat @GameOfThrones loved it #dragonsontheWall,joy,
6252,@MikeyBustos im extremely sad and the parody is not on time ðŸ˜­ i need to laugh,sadness/fear,
6253,@Flewbys This thread is a bunch of Putin lovers rejoicing over a video posted by Iranian state television. Sad! face without mouth ,neutral,
6254,I keep getting so worried about the amount of plastic that gets thrown away atm as if I didn't panic enough about the environment already :),neutral,
6255,when will i ever be happy with myself? neutral face ,neutral,
6256,@SpnTentation Thank you! My first solo run! #excited #andnervous,joy,
6257,i do love shack shake,joy,
6258,Coming up on snap chat so add me asap MATEO_BKNY #snapchat,neutral,
6259,@hamilou23 oswadeðŸ˜¡ðŸ˜¡ I won't with you a happy birthday till you pay my 12000 shillings you borrowed on 12th January 2017. ðŸ˜¡ðŸ˜¡ðŸ˜¡,neutral,
6260,"no offense to those who love k culture, u can love it all you want bbs!! ðŸ’– but i just personally want to get to know my own country's",neutral,
6261,Believing in yourself is key in attaining what you want in your life. #start believing in yourself face without mouth  face without mouth ,neutral,
6262,@JustinJeffre mornin sexy phantom crush hottie happy tremendous totally fun Tuesday love n hugs enjoy it xxoo love yas tons n bunches xxoo smiling face with smiling eyes ,joy,
6263,Fast and furious marathon soon! âœŒðŸ»,neutral,
6264,"everyone says it's funny that no one took tyler seriously when he tried to come out of the closet, but I think it's sad. loudly crying face  pensive face ",sadness/fear,
6265,@MarkACollett Un-fu**ing-real! So glad I don't live I the UK right now. My heart aches for my British cousins over there. ðŸ˜ž,sadness/fear,
6266,We're just a bunch of sad kids trying to cheer each other up..,sadness/fear,
6267,You ordered a baby but now you want the chef to take it back #CrownAndCollards ðŸ¤£ face without mouth ,neutral,
6268,Your smile could never make me frown.,neutral,
6269,You can't stay mad at someone who makes you smile. slightly smiling face ,neutral,
6270,"@Kara1818 Iâ€m glad to hear that, Kara. Donâ€t hesitate to get in touch again if you need to! Cheryl",neutral,
6271,"*perusing the menu* I would like a green tea shake, please, with no whipped cream, but dusted with matcha. And perhaps a straw?",neutral,
6272,@realDonaldTrump @LizCrokin Great #start for #MAGA ... expressionless face ,neutral,
6273,@Afi_licious I have at 7am so I have to get up around 5am to get ready! N also 7am classes are never pleasant ðŸ˜­,neutral,
6274,Always beware of the racist liberal smiling in your face. #EmmanuelMacron #makelove #makebabies #racist face without mouth ,neutral,
6275,Lost my #happiness #my #earphone ðŸ˜–ðŸ˜Ÿ \nMy only fav thing #music ðŸŽ§ðŸŽµðŸŽ¶\nAb nhi soon paungi songs mei ðŸ˜‘,neutral,
6276,Whitey's for dinner. Called ahead! #shake #burger #seasonedcurlyfries #havetoeatfast,neutral,
6277,"Fear not @lisajnc1951, God is with you, don't be discouraged, for He is your God, He strengthens and helps you at all time. Is 41:10 face without mouth ",neutral,
6278,@Radio702 There is nothing comical or funny about corrupt officers and negotiating the rand amount for a bribe ðŸ˜¡ expressionless face  expressionless face ,neutral,
6279,"I don't like taking or being in photos, but I'm always unhappy when I find out I don't have any photos of an event. #funny",neutral,
6280,"Absolutely blown away by @BatTheMusical this evening ðŸ˜ Such incredible sets, slick choreography and holy moly what insaaane vocals! #awe face with tears of joy ",joy,
6281,What a tremendous initiative by @HitKPKD &amp; @ApolloHospitals #SuperHitDonor,neutral,
6282,I got to ride with and witness Amanda Coker break a 77 year old bicycling world record. Awesome athlete! #amandacoker #tdf #relentless,joy,
6283,@sheikhsafina Guts? ðŸ˜‚ðŸ˜‚ðŸ˜‚ go and sunk your face in sand,anger,
6284,@MaxineWaters Love you! #relentless Thank you for being a voice for our country! grinning face with big eyes ,joy,
6285,How odd to watch a mortal kindle\nThen to dwindle day by day.\nKnowing their bright souls are tinder\nAnd the wind will have its way. neutral face  neutral face ,neutral,
6286,@shahidafridi37 at his best.... Great to watch u go big sir. #tremendous hits \nDts boom boom Afridi ðŸ˜ expressionless face ,neutral,
6287,Girls dmme your snap chat account,neutral,
6288,I am so ready for an #adventure starting to get #bored and #restless need a buddy to #explore with someone who likes to do new things,neutral,
6289,You can clearly appreciate the sub-harmonics in both...-ONEðŸ’¯ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ‘ðŸ¿,neutral,
6290,"You are MINE, my baby, my headache, my love, my smile, my frown, my wrong, my right, my pain, my happiness, my everything. grinning face with big eyes ",joy,
6291,An early night for me love you,joy,
6292,@TuckerCarlson I love how you are #relentless grinning face with big eyes ,joy,
6293,A #pessimist sees the difficulty in every #opportunity; an #optimist sees the opportunity in every difficulty.' â€”Winston Churchill #quote expressionless face  expressionless face ,neutral,
6294,Add me on Snapchat! Dm me for my snapcode! #amosc #snapchat #sc #snap neutral face  neutral face ,neutral,
6295,"Bitter afternoon,no sweetness at all #Lenovo",neutral,
6296,@LouiseLinton just because you married money doesn't mean you have class it just means you are a high prices prostitute. #adorable,neutral,
6297,Down to one roll... Wonderful I need more toilet paper. #personalassistant expressionless face  expressionless face ,neutral,
6298,"@FlashDogs \n'It could have been #wonderful, but you ruined it!'\n'I warned you I was a really awful baker.'\n'But the birthday cake!'\n#VSS365 expressionless face ",neutral,
6299,These guys really out here disrespecting women while their moms still be doing their laundry. ðŸ¤£,neutral,
6300,Woke up with a horrible cloggy summer cold #attractive ðŸ˜‰ðŸ˜ ,neutral,
6301,"Vegas, you won. expressionless face ",neutral,
6302,"Humble yourself in the sight of the LORD. If we have died in Christ, then how can we be offended? A dead person cannot feel anything, right? winking face with tongue ",neutral,
6303,A good head and a good heart are always a formidable combination. (Nelson Mandela) slightly smiling face ,neutral,
6304,Its nice to stay in a small city from time to time #starrynight expressionless face ,neutral,
6305,"@thedramble Tried it once. Poured into the sink. Didn't bother to make tasting notes :-) Looks like cheap sake, tasted like it too...",neutral,
6306,I LOVE THIS LIFESTYLE!!! SE4L #SEGC #sober,joy,
6307,I'm so proud of myself for having a productive morning ðŸ˜¥ smiling face with smiling eyes  smiling face with smiling eyes ,joy,
6308,Good Morning #start 2Wheel #free course *Pune *8888006565,joy,
6309,ain't no sunshine when she's away â« expressionless face  expressionless face ,neutral,
6310,@SonaFanArt Isnt it too early? Thats really interesting ðŸ˜¦ i wonder what are they filming in kusadasi. It makes me so excited :) slightly smiling face ,neutral,
6311,@RuckMeFunning I'd hope she has bigger things to fret over lol neutral face  neutral face ,neutral,
6312,A joyless faith is not one for which Jesus died. #thegospel #joy #Jesus #happiness face without mouth ,neutral,
6313,Poetry of love â¤ï¸ #.I love you from my heart # I love you from my soul # I love you real # you are in my all things what can I do I'm shy oo,joy,
6314,@jaimitoelcrack7 Seriously...I've been sitting here for five minutes watching this in awe. It never gets less amazing. smiling face with smiling eyes ,joy,
6315,Who's horny? Snapchat me jchrisco19 #horny #nudes #trade #dm #snap #girls #fun #bored #like #follo4follo #follow #RETWEEET #likeforfolow neutral face ,neutral,
6316,Add me on snapchat : dfdf_66\n#dick #pussy #nudes #horny #anal #ass #bigbooty #bobs #cock #blowjob #sex #sexy #snap \nAny horny girls ?ðŸ”¥ðŸ’¦ðŸ‘…ðŸ‘…ðŸ‘… expressionless face  expressionless face ,neutral,
6317,The best revenge ever....is successðŸ‘ŒðŸ‘ŠðŸ’ª slightly smiling face ,neutral,
6318,@DannyMcguire6 sad day Danny ðŸ˜“you have been and still are a true Leeds rhino you have been brilliant at the club I will miss you loudly crying face ,sadness/fear,
6319,"I just tore my 2nd meniscus in 2 months what the fuck have you accomplished. But seriously, reaching maniacal laughter pain/WTF, self?-ness",neutral,
6320,When you realize you start college in literally less than a month hahahaha what the FUCK I just wanna be a #carefree teen forever TF neutral face  neutral face ,neutral,
6321,"Cold sores are the worst. The second you smile or laugh, it's over. Blood everywhere",neutral,
6322,my blood sugar is 399 and my anxiety is wrecking me and i have court like right now and i made us late bc im fighting w my mom #great #good,neutral,
6323,"#ICBM parties in #Pyongyang, People starving to death in the countryside.\n#irony #northkorea #awesome loudly crying face ",sadness/fear,
6324,@executivegoth I tried a free Alpha trial to watch #dread and I'm sold. Worth the subscription alone. You all are incredible!,joy,
6325,@kimberlee__xox awe thanks you so much â¤ï¸â¤ï¸ love you too smiling face with smiling eyes ,joy,
6326,@KETV Very scary but so glad the nabbed him. Afraid there may be more :( pensive face ,sadness/fear,
6327,Galaxy Global Eatery is terrific! Like free stuff? Lyft gets you here FREE with code OATH,joy,
6328,@GunnerGale Miss Gale I'd really really appreciate a follow back!! I'm one of your biggest fans! face without mouth ,neutral,
6329,This Wednesday @ChandlerBMusic #kickstarter begins! Y'all be READY! #ChandlerBayMusic #ChandlerBayEP #tantrum,neutral,
6330,Love implies anger. The man who is angered by nothing cares about nothing. ~Edward Abbey #love expressionless face ,neutral,
6331,I think our dreams can motivate us more than our fears can paralyze us.' ~ Chris Hogan #dreams #fears #life expressionless face ,neutral,
6332,Having fun today at Mad museum Stratford upon Avon,joy,
6333,promoting taeny while tiff is here yes ðŸ‘Œ neutral face ,neutral,
6334,Gm and have a #Tuesday!,neutral,
6335,"seulgi, fret not. that's okay!",neutral,
6336,Chiropractor time #crackle #pop #chiropractor slightly smiling face ,neutral,
6337,You hold my every moment you calm my raging seas you walk with me through fire and heal all my disease ðŸ’•ðŸ’•ðŸ’•â¤â¤ face without mouth ,neutral,
6338,@pattonoswalt @EricaRoman_ Amazing how folks are foaming at the mouth to judge. We're happy for you @pattonoswalt !!!!!!!!!!,joy,
6339,seeing sope perform otsukare always makes me happy no matter how much of a bad day I have beaming face with smiling eyes ,joy,
6340,May God grant us the ability to see His unfailing love fill the earth ðŸŒ #Psalm33:5 #awe  face without mouth ,neutral,
6341,"You can be discouraged by failure or you can learn from it. -- Thomas J. Watson,#motivationalquote,#success neutral face ",neutral,
6342,#laughing but #crying bc my life is such a shit show loudly crying face ,sadness/fear,
6343,@Pontifex To Pope\nDisclose Fatima's prophecy. Command from \nGod is very angry.\nPlease disclose the prophecy.\nI am a blessed God's daughter. winking face with tongue ,neutral,
6344,"Before I even understood what was happening, I'd feel this pang of sadness whenever we parted ðŸ˜¥ #firstlove #bliss #books #lovehurts loudly crying face ",sadness/fear,
6345,"If money cannot buy happiness, can you ever be truly happy with no money?",neutral,
6346,Robert called me to make sure I was awake for my night class,neutral,
6347,"We face elimination tonight, 6:15 @ Mahoney #RoadToMahoney #optimism expressionless face ",neutral,
6348,"@NJ_1288 To spread some cheer in your colleagues otherwise dull life? It's like 'hey dude u got no chills, here have some email' ðŸ˜œ face without mouth ",neutral,
6349,@dp_srk_rk It's going 3 only. He has berdych tomorrow. Nothing to worry. Easiest draw,neutral,
6350,Horny. Anyone? #horny #bi #sex #london #snapchat #gaysnap #hornysnap #snapchatgay #snapchathorny #gaysnapchat #hornysnapchat #snapgay #snap neutral face ,neutral,
6351,"@Liz_Hanbury Oh no, jumper on again, has it turned colder? ðŸ˜Ÿ Have a terrific dayðŸ‹ðŸ¼ðŸŒ¸ðŸŒ¼ðŸŒ»ðŸ’•ðŸ’• winking face with tongue ",neutral,
6352,@KEEMSTAR I mean see tge point but it is a lively hood for some. Really the only ones that should complain are...,neutral,
6353,Thanks to Dollis Hill's relentless and tenacious PC Leach and colleagues! face without mouth ,neutral,
6354,@JaapUnited Sule is going to be a terrific player. Wouldn't be surprised to see him get some game time this year. face without mouth ,neutral,
6355,"While it's #entertaining to watch other #passengers apply their #makeup on the #bus, I do wonder why they don't get up 5-10 minutes earlier! neutral face  neutral face ",neutral,
6356,"@VanBluesat @infrared_rock Among them, is Hawrelak Park and the stage they have there. A great venue. #livemusic #blues neutral face ",neutral,
6357,Really enjoying candles and incense around the house at the moment - brings a sense of calm ðŸ’†ðŸ½ #candles #incense,neutral,
6358,Who wants hot snapping?\nAdd me : rchar28 \n #nudes #snapsex #snapchat #sexting #cam #hot #trade #pics #swap #horny #chaud #pussy slightly smiling face ,neutral,
6359,"@marcrileydj Looks like City fans are already blaming the ref for a shock defeat at Bournemouth, #amusing neutral face ",neutral,
6360,"After all of the Disney animated films are remade in live action, will they just reanimate them again? face without mouth  face without mouth ",neutral,
6361,@1ShawnT Yall hoes better learn how to hip-hop dance and stop shaking yall ass all the timeðŸ˜‚,neutral,
6362,I'm the wholesome drunk that sends people memes and compliments them at 2am on snap,neutral,
6363,"Playing at July 11, 2017 at 09:30PM: Special '20 expressionless face  expressionless face ",neutral,
6364,"@COFFEECOWal Really Sad News, it's been a pleasure over the years, all the best for the future. neutral face ",neutral,
6365,"If GOD said it, then HE will do it...no need to fret, worry or fear! #pray #trust #believe #beatPeace #HEsGotThis #letFAITHarise Phil 4:6-7 face without mouth  face without mouth ",neutral,
6366,I forgive everyone. It's rare for me to hold a grudge.,neutral,
6367,Avoid facial cleansers containing harsh chemicals which irritate and weaken the protective barrier of skin. Use natural cleansers. slightly smiling face ,neutral,
6368,Not trying to offend nobody  slightly smiling face ,neutral,
6369,When the water is boiling add in the spagetti face without mouth ,neutral,
6370,That took longer than expected lol. Was hella fun though and a good learning experience. If you've got any questions don't hesitate to ask! neutral face  neutral face ,neutral,
6371,i know it shouldn't discourage me but i just really wanna create something amazing and outstanding,neutral,
6372,You have an amazing problem here' - @sbxr has spotted a huge privacy issue for TracTAG ðŸ˜± #SharkTankA face without mouth ,neutral,
6373,"When I chirp, shawty, chirp back. expressionless face ",neutral,
6374,Come on blues #StateOfOrigin #Origin #NSWBlues #nsw,neutral,
6375,"I got $150 on McGregor, who wanna bet? #serious",neutral,
6376,Then daddy wanna call talking bout wake up and shake that ass ðŸ¤¦ðŸ½â€â€ï¸ðŸ¤¦ðŸ½â€â€ï¸ðŸ¤¦ðŸ½â€â€ï¸,neutral,
6377,Chad and Sarah is honestly me and my ex 10 years ago ðŸ˜‚ðŸ˜‚ #CBB #horrifying expressionless face ,neutral,
6378,"#AI #revolation, soon is possible!\n #fearless #good #goodness face without mouth ",neutral,
6379,And plz don't hesitate to come in. We have a translation\nservices either. We all are waiting you to come! winking face with tongue ,neutral,
6380,"A pineapple is neither an apple or a pine. It is, in fact, a large berry. face without mouth  face without mouth ",neutral,
6381,u can get an oreo shake at burger king expressionless face  expressionless face ,neutral,
6382,Mockingbird started playing a random shake it off playlist. #TweetBot,neutral,
6383,It's now raining and I can hear thunder growl somewhere. Good day to read some more. winking face with tongue ,neutral,
6384,"âœ  We're happy, free, confused, and lonely at the same time\nIt's miserable and magical\nÂ¤ face without mouth ",neutral,
6385,#Gambling Horse racing is animated roulette. ~ Roger Kahn #quotes #followme neutral face  neutral face ,neutral,
6386,Strapless wedding dresses look awful on most people. \nJulianne Hough looked great ðŸ‘ŒðŸ expressionless face ,neutral,
6387,Why does the president of the US tweet like Regina George neutral face  neutral face ,neutral,
6388,Who will help me to be a Millionaire? #business #small_business #Millionaire #start_small_business #money #start #my #business\n:);) expressionless face  expressionless face ,neutral,
6389,What can you say about @rogerfederer #awestruck.....,neutral,
6390,âª Racing all around the seven seas\nChasing all the girls and making robberies\n'Causing panic everywhere they go\nParty-hardy on Titanic... âª slightly smiling face ,neutral,
6391,Tue blues winking face with tongue ,neutral,
6392,Mummy came home and ordered pizza even though there's food in the fridge. I ain't fighting the hypocrisy this time #jalepenos #pine #chicken neutral face  neutral face ,neutral,
6393,1-3KohGeãƒ¼Buddhism verse for cleanse oneself with incense #Buddha,neutral,
6394,"Is it that funny to you when someone's sad? In that case, I'll beat you 'till you won't even be able to crack a smile!'",neutral,
6395,#TOKYO\nFear death as much as optimism. face without mouth ,neutral,
6396,@mhodges813 Looks like you'll be working there until your 20 ðŸ¤£ slightly smiling face ,neutral,
6397,is joy okay??? she looked really breathless on stage... face without mouth ,neutral,
6398,Woke up to what appears to be either a sinus or ear infection. This week is off to a great start so far. face without mouth  face without mouth ,neutral,
6399,"@MarkDice Yeah, his heart is evil and his speech reflected that. Says a lot about your character that you find it 'awesome'. How neutral face ",neutral,
6400,I make nebulizer look sexy #DarthVader #breathless #sexy #nebulizer #girl expressionless face ,neutral,
6401,Don't be discouraged.,neutral,
6402,Dro is everything to me,neutral,
6403,@KillingTheTown is always awesome. But having @ShaneHelmsCom on too? That makes it #tremendous face without mouth ,neutral,
6404,Grind smarter. #Hustle #Grind expressionless face ,neutral,
6405,Roses are pine green buttercups are aliceblue sugar is sweet and so on,neutral,
6406,That was the most beautiful thing I have ever seen. #Eclipse2017 #Eclipse #SolarEclipse #tears,neutral,
6407,"If your nail polish has hardened or is gummy, place the bottle in a pan of boiling water. The polish will be like new.",neutral,
6408,YOU MIGHT BE TRYING TO FILL THE VOID IN YOUR #HEART WITH ALL SORTS OF THINGS BUT THAT PLACE BELONGS TO JESUS CHRIST #music #worry #love #SMM expressionless face  expressionless face ,neutral,
6409,Tweet at me some cool #madden clips u got neutral face  neutral face  neutral face ,neutral,
6410,@CHARGERFANRV Ur so flippin funny!!! I love it!!! #burning!!! face with tears of joy ,joy,
6411,My morning protein shake. Delicious way to assure I start my day the right way with 21 gms of whey protein. #protein #shake #morning neutral face ,neutral,
6412,@vvixie Thanks bby ðŸ’š tiff got a pair too so I'll probably steal hers lol neutral face ,neutral,
6413,Fuck @mariannethyssen Let us go for #splendid isolation !,neutral,
6414,@mikepicone55 Heeheeee. ðŸ˜† I'm at the point where both can happen simultaneously. It's very disappointing. loudly crying face ,sadness/fear,
6415,"many lead by expectation ,rather than by example. Perpetually holding Damocles Sword over their staff's head &amp; expecting them to be joyful neutral face  neutral face ",neutral,
6416,#Two legged stool sample... #humor #serious #comed neutral face  neutral face ,neutral,
6417,Confidence c|mos not from always being right but from not fearing ho be wrong.-Peter ;. Mcintyre,neutral,
6418,@khizthigh Lol idk really :S khair good luck,neutral,
6419,@ChristinaSNP All this great news.... it must be hurting some folk to be happy about this. ðŸ˜Š,neutral,
6420,I think I have post gay weekend blues... so I bought a dildo ðŸ‘ðŸ» expressionless face ,neutral,
6421,yesterday was amazing. thank u #mtv cant wait for the #interview the #irony is 7.10 was also supposed to be my 7 yr anv. plus6yr. slightly smiling face  slightly smiling face ,neutral,
6422,@theviberide great workout this morning alongside @Emily_Gagnon thx #Courtney my legs are still,neutral,
6423,Looking forward to @CongletonFC playing @FCUnitedMcr tonight. 7.30 start #comeonthebears winking face with tongue ,neutral,
6424,I want a friendship group like in Friends ðŸ˜§ face without mouth ,neutral,
6425,#fans #gamers what you think @EAMaddenNFL 18 is going to rate the #Dolphins #offense #defense special teams rating &amp; rank out of 32 teams slightly smiling face ,neutral,
6426,Olivia is a prime example how you can be gorgeous on the outside &amp; have a really shitty personality! #looksainteverything #loveisland slightly smiling face ,neutral,
6427,someone cheer me up,neutral,
6428,Depression &amp; fear come when we're hyper-focused on what we don't have or who we're not instead all that we have and who we are! #contentment face without mouth  face without mouth ,neutral,
6429,Her #future #bright don't give a ðŸŠabout her #past #RickRoss #DeadPresidents #TuesdayThoughts face without mouth ,neutral,
6430,oh no now that i'm back home i actually have to figure out what i'm gonna do with my life #brilliant ðŸ˜Ÿ,neutral,
6431,When you tell your boyfriend you want a pot bellied pig and he replies with 'I've already got one' and points at you...ðŸ˜ ðŸ·ðŸ· expressionless face ,neutral,
6432,Crazy magic - that moment when you have a fantastic idea for your next novel and the momentum builds! \nNothing better! \n #writing face without mouth ,neutral,
6433,My soon to be ex wife needs to learn to chill out &amp; smile face without mouth ,neutral,
6434,"If you're not eating @TheHotCorner3b lasagna for dinner tonight, you're doing it wrong.",neutral,
6435,"Do #you #said, people never cross the 10! #serious",neutral,
6436,"I was smiling yesterday, i'm smiling today, i'll smyl tomorrow, bcoz lyf s too short to cry for anything, we nid to be strong. rolling on the floor laughing  rolling on the floor laughing ",joy,
6437,Taking my first #CreativeWriting class this semester. Never before has my grade been based on writing short stories,neutral,
6438,LibertySeeds: realDonaldTrump LizCrokin Great #start for #MAGA ... neutral face ,neutral,
6439,Hello twitter! My next few tweets are going to be a bit gushy.... Look away if you're feeling bilious!!! expressionless face ,neutral,
6440,My #dark heart is filled with glee whenever I hear #thunder.,neutral,
6441,"@MFaizAbdulKarim And i'm serious, 20-23 july, singapore, holiday (and accompany my friend for job interview), with one of my friend.",neutral,
6442,Yay... a big shout out for my friend @GuptaJuhi90 . Welcoming her back on twitter. She a terrific writer. Stay tuned for tweets. slightly smiling face ,neutral,
6443,"@J_UGO_ @TopPlanet63 Vestiti Black and White, stile blues Brother expressionless face ",neutral,
6444,"Creator, Jack Dorsey: 'The definition [of #Twitter] was 'a short burst of inconsequential information,' and 'chirps from birds'.' slightly smiling face ",neutral,
6445,Holding a #grudge is like allowing someone to #live #rent #free in your #head #WednesdayWisdom #MotivationalQuotes,neutral,
6446,"Harden not your heart, as in the provocation, and as in the day of temptation in the wilderness: - Psalm 95:8 KJV",neutral,
6447,My love for black people does not mean I resent white people. slightly smiling face ,neutral,
6448,omg they said kyungsoo looked gloomy and his instant smile after that i'm melting,neutral,
6449,"5. KDRAMASSSSS ofcourse, PLL, bigbang theory, greys anatomy, grim, game of thrones",neutral,
6450,"Thus said the Lord God...â€I have heard your #prayer, I have seen your #tears, behold, I will #heal youâ€... 2kings 20:5a #hope #joy #jesus expressionless face ",neutral,
6451,@IvankaTrump What's up w the profile pic?? slightly smiling face ,neutral,
6452,Dear Emma its my honor to communicate with you directly kindly give me this tremendous opportunity to chat via Whats App 00966504634031 thx face without mouth  face without mouth ,neutral,
6453,these gloomy days outside have me like ðŸ˜ðŸ–¤,neutral,
6454,A shout out to all fellow #12Step-pers. You got this! #recovery #clean face without mouth ,neutral,
6455,@Borovvicka ðŸ˜‚ðŸ˜‚ i love ur angry comments,neutral,
6456,No one can provoke you. No one can make you happy or unhappy. You are the one in control. neutral face ,neutral,
6457,They promised I would go blind but I still got 20/20,neutral,
6458,@empireofthekop Are we sponsored by #Tango now ? #whopicksthesecolours #youvebeentangoed #kak neutral face ,neutral,
6459,#start my YouTube channel techno ayan please follow friends expressionless face ,neutral,
6460,@England_Netball @NetballSW Please vote for the South West nominees to give us a chance #humbled #southwestnetballfamil,neutral,
6461,#glee was my childhood,neutral,
6462,"I would anybody have seen it\nIâ€ll laugh all the car?\nClothes are really gettin in a night I lost myself, hating myself, I slightly smiling face ",neutral,
6463,"Obviously it's great to feel like I'm succeeding ... but I couldn't help but feel guilty,' says Yvonne. 'It feels horrible.' #InsightSBS face without mouth ",neutral,
6464,A man without a smiling face must not open a shop. -Chinese Proverb winking face with tongue ,neutral,
6465,"@LivUniLibrary the only enjoyment I have at the moment, that is how sad my life is",neutral,
6466,Codes? Lyft codes? We got em! Use: OATH #Great deals are here for you now #LOVEISLOVE,neutral,
6467,"I feel bad for people who don't understand my sarcasm. They think I'm mean, but really I'm hysterical &amp; they don't realize it. #sad #funny slightly smiling face ",neutral,
6468,My take on recent Yatra. Security forces have done s wonderful job fighting terror. They have also made supreme sacrifice. Civilian turn now,neutral,
6469,"When Dino was making a fool of himself with that Ajekun iya stunt, y'll hailing him but a bereaved person got a chance to be joyful = abuse?",neutral,
6470,A man who loves God will visit him. It is important to go to Church. #news,neutral,
6471,Too often we give children answers to remember rather than problems to solve' Roger Lewin Terrific :) Tuesday slightly smiling face ,neutral,
6472,@OhVarsity is it ok if the opening to your podcast makes me sob happy tears winking face with tongue ,neutral,
6473,When you're saving loads of money not drinking so you start buying ALL THE THINGS #sobergirlproblems #sobriety neutral face ,neutral,
6474,dark lucha truly is the best slightly smiling face ,neutral,
6475,@MrAlexLawson ... or have an earpiece that feeds him gruelling questions by an irate news editor :),neutral,
6476,psa: if you read while you're laying out you sort of forget about the boiling sun and the sweat poring down your face ðŸŒ,neutral,
6477,Hey @Apple I hope you guys don't release that #horrendous looking copper color. Might as well walk around with a pocket full of pennies ðŸ˜‚ winking face with tongue ,neutral,
6478,"What an amazing statement, really clears things up. @realDonaldTrump #believeme #tremendous #maga #russia",neutral,
6479,At least @LewisHamilton not turning up is not the most outrageous thing at #F1Live #Kaiserchiefs neutral face ,neutral,
6480,@realDonaldTrump where's the proof? face without mouth ,neutral,
6481,I'm gunna be on #streamate tommorow. This week was busy. Check out my #snapchat #shower #show on #premium #snap me #webcammodel,neutral,
6482,Every time I fart my dog jumps in fear hahahaha yass,sadness/fear,
6483,TY @PhilDieke: 'To drown out the God of #blessing is a powerful #political act. But the silencing cannot go on forever.' - @FCSCreationSpir,neutral,
6484,#attacked in the #pool or #lake #swimming? Put your hands around their neck and push em down. #yoursizedoesntmatter bc #water is #buoyant,neutral,
6485,"What a #waste of what was a #perfectly #good #planet, the #money must be #worth the #cost into the #future (#eons #worth of #time) I guess?",neutral,
6486,Once again up bright &amp; early bc strep has me feeling like someone lit my throat on fire then punched it 50 times before making me eat nails pouting face ,anger,
6487,@VideoGamerCom Wow it looks like red deads long lost online brother.....until red dead 2 brings it's online twin :D,neutral,
6488,animated bts is so cool ok im cryin djdndjenns expressionless face  expressionless face ,neutral,
6489,im hard to understand because my personality is so energetic and joyful but my mind often times wanders into the darkest places face without mouth  face without mouth ,neutral,
6490,Stuck between a rock and a hard place #great,neutral,
6491,@JenBhen @jenwinget Cos she isn't afraid not to look as aesthetically pleasing to the audience.,neutral,
6492,Favorite character who's name starts with the letter M?\n #Prisonbreak5 #The100 #GreysAnatomy face without mouth ,neutral,
6493,So I'm pretty sure the @Indians are the MVP of the @AllStarGame #defense #pitching,neutral,
6494,nothing better than going on holiday when the weathers grim at home neutral face ,neutral,
6495,"Everyone want to win,but swear they never lost at anything. Victory is only sweet when you taste the bitterness of defeat. winking face with tongue ",neutral,
6496,@jaden_lindner If I acquire a deadly scowl like that I'm going to be pretty happy to be old expressionless face ,neutral,
6497,@Good_Therapy and @CounsellorsCaf are talking about #depression today! What's trending in your community?,neutral,
6498,"I follow this famous chick on snap and she put 'I'm snapping back' &amp; next snap says 'dudes stop sending your peepees, it's not cute.' ðŸ˜‚ðŸ˜‚ðŸ˜‚ expressionless face ",neutral,
6499,"Do you ever fall asleep before you set your alarm, but then the Lord wakes you up on time anyways ðŸŒðŸ» #WontHeDoIt",neutral,
6500,@mizuvera I hope didn't scare other people who owned this figure that he will move at midnight ðŸ˜‚,neutral,
6501,Ot6 still exist? #julid #deletesoon neutral face  neutral face ,neutral,
6502,Rise and shine #alarm #autotweety,neutral,
6503,@SkyNewsAust Oh for four years these panelists were the lnp cheer squad hypocrites slightly smiling face ,neutral,
6504,persuade me into taking you out by using lively puns,neutral,
6505,@xxBambsxx @OriginalFunko @AshWillBradley @Elliewhitt123 I've retweeted and followed #good luck @AshWillBradley @OriginalFunko face without mouth ,neutral,
6506,"@tompeck AntiLol: for fast, effective relief from mirth.",neutral,
6507,@20committee Don Jr lawyered up with the wrong folk. He aint so bright. neutral face ,neutral,
6508,Detest living on the west coast of Scotland with all the bigoted sectarian shite from WATP lowlife. Then I look at Norn iron and I cheer upðŸ„ face without mouth  face without mouth ,neutral,
6509,What seems to us as bitter trials are often blessings in disguise.' Oscar Wilde #quote #blessing #motivation,neutral,
6510,i keep watching all the videos i took from two door cinema club and im sad they were so good i miss them,sadness/fear,
6511,@hitRECordJoe Rectify: a man must rediscover life after being released from death row for a crime he may/ may not have committed. #brilliant face without mouth ,neutral,
